sampledSeconds_0,sampledSeconds_1,sampledSeconds_2,sampledSeconds_3,traveltime_0,traveltime_1,traveltime_2,traveltime_3,overlapTraveltime_0,overlapTraveltime_1,overlapTraveltime_2,overlapTraveltime_3,density_0,density_1,density_2,density_3,laneDensity_0,laneDensity_1,laneDensity_2,laneDensity_3,occupancy_0,occupancy_1,occupancy_2,occupancy_3,waitingTime_0,waitingTime_1,waitingTime_2,waitingTime_3,timeLoss_0,timeLoss_1,timeLoss_2,timeLoss_3,speed_0,speed_1,speed_2,speed_3,speedRelative_0,speedRelative_1,speedRelative_2,speedRelative_3,entered_0,entered_1,entered_2,entered_3,left_0,left_1,left_2,left_3,Avg_Vehicle_on_the_lane_0,Avg_Vehicle_on_the_lane_1,Avg_Vehicle_on_the_lane_2,Avg_Vehicle_on_the_lane_3,Avg_Volume_0,Avg_Volume_1,Avg_Volume_2,Avg_Volume_3,Total_travelled_distance_0,Total_travelled_distance_1,Total_travelled_distance_2,Total_travelled_distance_3,Avg_waitingtime_0,Avg_waitingtime_1,Avg_waitingtime_2,Avg_waitingtime_3,Prev_lat_sig_0,Prev_lat_sig_1,Prev_lat_sig_2,Prev_lat_sig_3,Prev_lon_sig_0,Prev_lon_sig_1,Prev_lon_sig_2,Prev_lon_sig_3,Next_lat_sig_0,Next_lat_sig_1,Next_lat_sig_2,Next_lat_sig_3,Next_lon_sig_0,Next_lon_sig_1,Next_lon_sig_2,Next_lon_sig_3,Prev_include_edge_cnt_0,Prev_include_edge_cnt_1,Prev_include_edge_cnt_2,Prev_include_edge_cnt_3,Next_include_edge_cnt_0,Next_include_edge_cnt_1,Next_include_edge_cnt_2,Next_include_edge_cnt_3,Green_time_0,Green_time_1,Green_time_2,Green_time_3,Length_0,Length_1,Length_2,Length_3,Speed_limit_0,Speed_limit_1,Speed_limit_2,Speed_limit_3,priority_0,priority_1,priority_2,priority_3,time
8,0,-1,0,0,0,-1,0,100000,0,-1,0,23.45,0,-1,0,7.82,0,-1,0,3.91,0,-1,0,8,0,-1,0,8,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,211987.12,211931.47,0,212060.38,452728.88,452763.22,0,452807.52,0,212060.38,211987.12,211931.47,0,452807.52,452728.88,452763.22,3,2,-1,3,-1,2,2,2,34,35,-1,6,42.65,32.87,-1,78.24,22.22,22.22,-1,22.22,6,6,-1,6,2104
56,8,0,11.51,0,11.16,0,12.27,100000,11.44,0,12.72,137.8,5.01,0,10.52,45.93,1.67,0,3.51,22.83,0.83,0,1.72,56,0,0,0,56,0.99,0,3.38,0,17.9,0,11.14,0,0.81,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0.125,0,0,0,6.58476,0,0,0,2.01,0,0,0,0,212259.57,212060.38,212173.41,212297.49,452906.34,452807.52,452984.81,453068.45,212173.41,212297.49,212259.57,212060.38,452984.81,453068.45,452906.34,452807.52,3,3,2,3,2,2,2,2,29,29,29,29,50.8,199.73,23.46,136.71,13.89,22.22,8.33,13.89,6,6,4,6,2104
10.48,0,14.37,-1,6.62,0,16.65,-1,7.27,0,23.25,-1,16.39,0,142.23,-1,4.1,0,35.56,-1,1.89,0,17.41,-1,0,0,9,-1,1.11,0,13.59,-1,11.68,0,0.76,-1,0.84,0,0.05,-1,0,0,1,-1,3,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213095.21,212991.19,213015.67,0,453261.13,453340.21,453386.75,0,213015.67,0,213095.21,212991.19,453386.75,0,453261.13,453340.21,4,3,4,-1,3,-1,3,2,24,24,24,-1,79.92,28.94,12.63,-1,13.89,13.89,13.89,-1,6,5,6,-1,2104
4.54,-1,38.04,32,2.2,-1,10.06,44.78,3.1,-1,10.46,45.92,58.25,-1,38.56,22.13,19.42,-1,9.64,7.38,7.81,-1,4.73,3.68,0,-1,0,14,2.77,-1,3.97,17.03,4.75,-1,12.27,4.05,0.29,-1,0.88,0.49,1,-1,2,0,1,-1,3,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,211859.48,0,213181.76,213435.07,452368.23,0,453101.95,453003.92,211846.53,213435.07,213254.25,0,452396.24,453003.92,452951.85,0,3,-1,4,3,2,3,3,-1,38,-1,38,37,9.75,-1,123.3,180.76,16.67,-1,13.89,8.33,7,-1,6,4,2104
8.39,-1,19.01,0,11.55,-1,4.69,0,11.94,-1,5.31,0,6.11,-1,41.7,0,3.05,-1,10.43,0,1.46,-1,4.71,0,0,-1,0,0,0.54,-1,5.37,0,14.8,-1,11.67,0,0.89,-1,0.7,0,0,-1,5,0,2,-1,3,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,211846.53,0,211823.4,211987.98,452396.24,0,452452.84,452434.73,211641.52,211987.98,211859.48,0,452890.24,452434.73,452368.23,0,2,-1,4,3,1,2,3,-1,35,-1,6,34,171.69,-1,56.98,126.01,16.67,-1,16.67,22.22,7,-1,7,6,2104
75.41,6.63,40.37,1.06,271.44,4.77,13.93,1.34,284.26,5.49,14.6,2.38,89.01,15.14,48.83,20.56,44.5,3.03,9.77,4.11,22.15,1.33,4.81,1.11,72,0,11,0,74.21,0.93,18.66,0.74,0.39,10.88,7.42,4.83,0.02,0.78,0.53,0.35,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211894.68,211811.17,211859.48,211916.36,452070.56,452200.19,452368.23,452225.77,211859.48,212063.04,211805.72,211440.39,452368.23,452221.08,452496.12,452103.95,2,5,5,5,3,3,2,3,29,29,29,29,105.91,54.72,103.34,6.47,22.22,13.89,13.89,13.89,6,9,7,9,2104
16,-1,56,128.31,0,-1,0,74.37,100000,-1,100000,76.55,165.29,-1,142.28,94.25,55.1,-1,47.43,31.42,26.39,-1,22.49,15.61,16,-1,56,94,16,-1,56,107.23,0,-1,0,2.29,0,-1,0,0.16,0,-1,0,4,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,212852.99,0,212804.38,213026.06,452415.03,0,452496,452484.71,212748.61,0,212852.99,212747.44,452551.29,0,452415.03,452404.17,3,-1,3,3,2,-1,3,3,30,-1,20,26,12.1,-1,49.2,170.18,13.89,-1,13.89,13.89,6,-1,6,9,2104
24,122.96,16,-1,0,104.18,0,-1,100000,106.11,100000,-1,68.6,56.72,165.29,-1,34.3,18.91,55.1,-1,17.15,9.4,20.71,-1,24,92,16,-1,24,98.27,16,-1,0,2.6,0,-1,0,0.19,0,-1,0,3,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,212873.56,212590.49,212838.9,0,452361.55,452311.76,452442.96,0,212838.9,212929.98,212873.56,0,452442.96,452448.84,452361.55,0,2,3,3,-1,3,3,2,-1,38,37,6,-1,43.73,271,12.1,-1,13.89,13.89,13.89,-1,6,9,6,-1,2104
2.84,-1,0,16,1.08,-1,0,0,1.42,-1,0,100000,23.1,-1,0,23.51,5.77,-1,0,7.84,2.17,-1,0,9.41,0,-1,0,16,0.08,-1,0,16,14.35,-1,0,0,1.03,-1,0,0,2,-1,0,0,2,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,213383.65,0,213359.56,213516.3,452432.38,0,452604.78,452465.64,213359.56,0,213383.65,213242.67,452604.78,0,452432.38,452467.92,4,-1,3,3,3,-1,4,3,38,-1,38,37,15.35,-1,126.57,85.06,13.89,-1,13.89,13.89,6,-1,6,7,2104
0.75,1.94,0,-1,6.3,7.14,0,-1,6.66,11.3,0,-1,1.07,4.77,0,-1,0.54,1.59,0,-1,0.2,0.47,0,-1,0,0,0,-1,0.09,1.21,0,-1,13.9,4.96,0,-1,1,0.36,0,-1,0,0,0,-1,1,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213389.93,213283.12,213385.29,0,452295.98,452440.1,452459.55,0,213385.29,213517.96,213385.89,0,452459.55,452439.18,452331.24,0,2,3,4,-1,4,3,2,-1,38,37,38,-1,87.56,51,15.35,-1,13.89,13.89,13.89,-1,6,8,6,-1,2104
8,9.3,56,3.87,33.98,9.21,0,7.68,48.98,9.86,100000,8.5,88.26,10.94,163.09,4.63,44.13,3.65,54.36,1.16,22.07,1.71,26.73,0.54,5,0,56,0,7.65,0.41,56,0.49,0.33,11.28,0,12.88,0.04,0.81,0,0.93,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211748.74,211644.12,211775.72,211876.01,451769.58,451841.31,451853.73,451748.32,211775.72,212021.04,211748.74,211644.12,451853.73,451702.13,451769.58,451841.31,2,3,3,4,2,3,2,2,29,29,29,29,11.33,106.25,42.92,104.53,8.33,13.89,22.22,13.89,5,7,6,7,2104
6.73,0,8,6.53,7.04,0,0,5.1,8.54,0,100000,5.51,35.99,0,10.83,14.27,18,0,5.41,4.76,8.62,0,2.71,2.23,2,0,8,0,4.36,0,8,0.64,3.32,0,0,11.29,0.4,0,0,0.81,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211785.99,211732.56,211736.94,211841.83,451141.95,451158.93,451276.89,451199.27,211736.94,211841.83,211785.99,211318.99,451276.89,451199.27,451141.95,451077.68,2,3,2,3,2,2,2,2,37,38,37,38,23.38,34.45,92.36,57.17,8.33,13.89,8.33,13.89,5,6,5,6,2104
34.36,9.68,-1,1.37,65.89,2.8,-1,1.9,71.51,3.25,-1,2.25,73.23,32.37,-1,6.36,18.31,6.47,-1,1.59,9.11,2.86,-1,0.69,32,0,-1,0,32.24,1.06,-1,0.11,0.89,13.05,-1,14.14,0.06,0.94,-1,1.02,1,3,-1,1,0,3,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,213617.16,213517.45,0,213621.13,452036.04,452080.24,0,452132.51,0,213665.4,211805.72,213494.63,0,452155.71,452496.12,452087.44,4,5,-1,4,-1,3,2,4,37,38,-1,38,58.66,37.37,-1,26.84,13.89,13.89,-1,13.89,6,7,-1,7,2104
-1,0,14.71,0,-1,0,13.09,0,-1,0,17.09,0,-1,0,68.59,0,-1,0,22.86,0,-1,0,17.84,0,-1,0,6,0,-1,0,12.54,0,-1,0,2.05,0,-1,0,0.15,0,-1,0,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,213281.6,213399.22,213494.63,0,452005.7,452105.64,452087.44,213399.22,213484.54,0,213281.6,452105.64,452072.34,0,452005.7,-1,4,3,4,2,3,-1,3,-1,38,37,38,-1,115.99,26.81,64.56,-1,13.89,13.89,13.89,-1,7,6,7,2104
-1,0,8,0,-1,0,0,0,-1,0,100000,0,-1,0,9.38,0,-1,0,4.69,0,-1,0,2.34,0,-1,0,8,0,-1,0,8,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,212651.04,212671.78,212801.8,0,451704.74,451811.25,451707.22,212671.78,212801.8,0,212651.04,451811.25,451707.22,0,451704.74,-1,2,2,2,2,2,-1,3,-1,38,37,38,-1,63.67,106.63,49.17,-1,13.89,8.33,13.89,-1,7,4,7,2104
1.88,0,0,-1,3.24,0,0,-1,3.61,0,0,-1,5.28,0,0,-1,1.06,0,0,-1,0.48,0,0,-1,0,0,0,-1,0.06,0,0,-1,13.73,0,0,-1,0.99,0,0,-1,0,0,0,-1,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213001.95,212954.11,213124.36,0,451493.45,451613.82,451697.44,0,213124.36,0,212989.38,212965.6,451697.44,0,451522.35,451626.45,5,5,3,-1,3,-1,3,3,36,15,36,-1,44.56,24.71,83.82,-1,13.89,13.89,13.89,-1,7,7,7,-1,2104
38.76,13.84,9.97,-1,54.17,88.1,5.61,-1,53.13,137.43,6.17,-1,33.7,193.75,25.06,-1,8.43,64.58,8.35,-1,4.54,19.7,4.02,-1,7,12,0,-1,30.44,13.75,3.96,-1,2.82,0.1,8.87,-1,0.2,0.01,0.64,-1,1,1,2,-1,2,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213023.53,212969.58,212989.38,0,451299.65,451449.54,451522.35,0,213001.95,0,213023.53,212893.09,451493.45,0,451299.65,451433.2,4,3,3,-1,3,-1,4,2,38,37,38,-1,143.76,8.93,49.75,-1,13.89,13.89,13.89,-1,7,6,7,-1,2104
6.92,-1,42.77,1,2.86,-1,12.8,25.5,3.35,-1,13.55,28.42,35.54,-1,37.26,2.87,8.89,-1,9.31,0.72,3.94,-1,5.6,0.36,1,-1,0,0,2.67,-1,9.35,0.88,8.75,-1,11.05,1.71,0.63,-1,0.8,0.12,3,-1,1,0,1,-1,4,0,0,-1,0,0.125,0,-1,0,20.56068,0,-1,0,1.99,0,-1,0,0,213046.77,0,212989.97,213098.26,451255.58,0,451459.17,451297.86,212989.97,213098.26,213067.1,212975.57,451459.17,451297.86,451176.18,451424.61,4,-1,4,4,4,2,3,2,38,-1,38,37,24.32,-1,143.49,43.58,13.89,-1,13.89,13.89,7,-1,7,6,2104
0.39,0,28.89,-1,3.07,0,8.4,-1,3.46,0,8.8,-1,1.25,0,34.18,-1,0.42,0,11.39,-1,0.11,0,5.51,-1,0,0,0,-1,0.05,0,2.94,-1,12.89,0,12.57,-1,0.93,0,0.9,-1,0,0,4,-1,1,0,1,-1,1,0,0,-1,499.43628,0,0,-1,43.92,0,0,-1,0,0,0,-1,213095.72,213001.5,213023.53,0,451124.24,451125.4,451299.65,0,213046.77,0,213095.72,213001.5,451255.58,0,451124.24,451125.4,3,2,3,-1,3,-1,3,2,38,37,38,-1,39.58,70,105.66,-1,13.89,13.89,13.89,-1,7,5,7,-1,2104
56,-1,45,0,127.81,-1,19.91,0,133.29,-1,20.49,0,59.95,-1,25.51,0,19.98,-1,12.75,0,9.99,-1,6.29,0,36,-1,1,0,52.8,-1,15.65,0,0.91,-1,11.01,0,0.05,-1,0.66,0,0,-1,0,0,0,-1,2,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,211779.55,0,211641.52,211806.67,452558.81,0,452890.24,452708.18,211641.52,211806.67,211805.72,0,452890.24,452708.18,452496.12,0,3,-1,2,3,1,2,2,-1,35,-1,6,34,116.77,-1,220.5,50.03,16.67,-1,16.67,19.44,7,-1,7,6,2112
8,4.52,-1,0,0,4.71,-1,0,100000,5.43,-1,0,23.45,17.2,-1,0,7.82,8.6,-1,0,3.91,4.16,-1,0,8,0,-1,0,8,3.14,-1,0,0,6.97,-1,0,0,0.31,-1,0,0,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,211987.12,211931.47,0,212060.38,452728.88,452763.22,0,452807.52,0,212060.38,211987.12,211931.47,0,452807.52,452728.88,452763.22,3,2,-1,3,-1,2,2,2,34,35,-1,6,42.65,32.87,-1,78.24,22.22,22.22,-1,22.22,6,6,-1,6,2112
52.92,8,0,8,122.3,151.87,0,10.54,95.13,155.68,0,10.92,130.22,5.01,0,7.31,43.41,1.67,0,2.44,21.15,0.83,0,1.22,41,4,0,0,49.89,7.49,0,1.26,0.59,1.32,0,12.98,0.04,0.06,0,0.93,0,0,0,0,2,0,0,0,0,0,0,0.125,0,0,0,6.58476,0,0,0,2.01,0,0,0,0,212259.57,212060.38,212173.41,212297.49,452906.34,452807.52,452984.81,453068.45,212173.41,212297.49,212259.57,212060.38,452984.81,453068.45,452906.34,452807.52,3,3,2,3,2,2,2,2,29,29,29,29,50.8,199.73,23.46,136.71,13.89,22.22,8.33,13.89,6,6,4,6,2112
0,0,16,-1,0,0,0,-1,0,0,100000,-1,0,0,158.35,-1,0,0,39.59,-1,0,0,19.79,-1,0,0,16,-1,0,0,16,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213095.21,212991.19,213015.67,0,453261.13,453340.21,453386.75,0,213015.67,0,213095.21,212991.19,453386.75,0,453261.13,453340.21,4,3,4,-1,3,-1,3,2,24,24,24,-1,79.92,28.94,12.63,-1,13.89,13.89,13.89,-1,6,5,6,-1,2112
8,-1,20.97,25,5498.64,-1,9.32,71.26,8318.46,-1,9.71,73.23,102.56,-1,21.26,17.29,34.19,-1,5.31,5.76,17.09,-1,2.51,2.88,8,-1,0,16,8,-1,1.28,17.69,0,-1,13.22,2.54,0,-1,0.95,0.3,0,-1,3,0,0,-1,3,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,211859.48,0,213181.76,213435.07,452368.23,0,453101.95,453003.92,211846.53,213435.07,213254.25,0,452396.24,453003.92,452951.85,0,3,-1,4,3,2,3,3,-1,38,-1,38,37,9.75,-1,123.3,180.76,16.67,-1,13.89,8.33,7,-1,6,4,2112
0,-1,26.22,0,0,-1,6.4,0,0,-1,7.03,0,0,-1,57.51,0,0,-1,14.38,0,0,-1,6.69,0,0,-1,0,0,0,-1,12.42,0,0,-1,8.82,0,0,-1,0.53,0,0,-1,3,0,0,-1,3,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,211846.53,0,211823.4,211987.98,452396.24,0,452452.84,452434.73,211641.52,211987.98,211859.48,0,452890.24,452434.73,452368.23,0,2,-1,4,3,1,2,3,-1,35,-1,6,34,171.69,-1,56.98,126.01,16.67,-1,16.67,22.22,7,-1,7,6,2112
80,9.38,62.41,16.75,2165.63,5.83,27.77,9.62,2267.86,9.47,29.31,17.05,94.42,21.43,75.49,323.59,47.21,4.29,15.1,64.72,23.6,2.07,7.44,30.53,77,3,24,12,79.84,4.97,45.33,15.99,0.05,6.31,3.7,0.67,0,0.45,0.27,0.05,0,1,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211894.68,211811.17,211859.48,211916.36,452070.56,452200.19,452368.23,452225.77,211859.48,212063.04,211805.72,211440.39,452368.23,452221.08,452496.12,452103.95,2,5,5,5,3,3,2,3,29,29,29,29,105.91,54.72,103.34,6.47,22.22,13.89,13.89,13.89,6,9,7,9,2112
16,-1,56,147.18,93.06,-1,0,91.58,75.11,-1,100000,94.27,165.29,-1,142.28,108.11,55.1,-1,47.43,36.04,26.23,-1,22.49,17.99,14,-1,56,117,15.68,-1,56,127.48,0.23,-1,0,1.86,0.02,-1,0,0.13,0,-1,0,1,1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,212852.99,0,212804.38,213026.06,452415.03,0,452496,452484.71,212748.61,0,212852.99,212747.44,452551.29,0,452415.03,452404.17,3,-1,3,3,2,-1,3,3,30,-1,20,26,12.1,-1,49.2,170.18,13.89,-1,13.89,13.89,6,-1,6,9,2112
28.51,128,16,-1,61.89,122.2,89.96,-1,68.97,124.45,127.14,-1,81.49,59.04,165.29,-1,40.75,19.68,55.1,-1,20.12,9.84,21.24,-1,24,104,14,-1,27.07,105.09,15.84,-1,0.71,2.22,0.13,-1,0.05,0.16,0.01,-1,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,212873.56,212590.49,212838.9,0,452361.55,452311.76,452442.96,0,212838.9,212929.98,212873.56,0,452442.96,452448.84,452361.55,0,2,3,3,-1,3,3,2,-1,38,37,6,-1,43.73,271,12.1,-1,13.89,13.89,13.89,-1,6,9,6,-1,2112
0,-1,0,29,0,-1,0,33.78,0,-1,0,37.3,0,-1,0,42.62,0,-1,0,14.21,0,-1,0,12.59,0,-1,0,16,0,-1,0,24.19,0,-1,0,2.52,0,-1,0,0.18,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,213383.65,0,213359.56,213516.3,452432.38,0,452604.78,452465.64,213359.56,0,213383.65,213242.67,452604.78,0,452432.38,452467.92,4,-1,3,3,3,-1,4,3,38,-1,38,37,15.35,-1,126.57,85.06,13.89,-1,13.89,13.89,6,-1,6,7,2112
15.45,0,0,-1,7.72,0,0,-1,8.16,0,0,-1,22.05,0,0,-1,11.03,0,0,-1,5.2,0,0,-1,0,0,0,-1,2.49,0,0,-1,11.35,0,0,-1,0.82,0,0,-1,4,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213389.93,213283.12,213385.29,0,452295.98,452440.1,452459.55,0,213385.29,213517.96,213385.89,0,452459.55,452439.18,452331.24,0,2,3,4,-1,4,3,2,-1,38,37,38,-1,87.56,51,15.35,-1,13.89,13.89,13.89,-1,6,8,6,-1,2112
5.18,8,52.91,0,40.86,11.21,2205.5,0,14.09,11.73,422.48,0,57.12,9.41,154.09,0,28.56,3.14,51.36,0,12.48,1.57,24.91,0,3,0,51,0,4.74,0.7,52.48,0,1.16,9.48,0.11,0,0.14,0.68,0.01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211748.74,211644.12,211775.72,211876.01,451769.58,451841.31,451853.73,451748.32,211775.72,212021.04,211748.74,211644.12,451853.73,451702.13,451769.58,451841.31,2,3,3,4,2,3,2,2,29,29,29,29,11.33,106.25,42.92,104.53,8.33,13.89,22.22,13.89,5,7,6,7,2112
8,0,8,8,19844.36,0,0,91.56,24088.24,0,100000,99.57,42.77,0,10.83,17.49,21.39,0,5.41,5.83,10.69,0,2.71,2.92,8,0,8,5,8,0,8,7.6,0,0,0,0.62,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211785.99,211732.56,211736.94,211841.83,451141.95,451158.93,451276.89,451199.27,211736.94,211841.83,211785.99,211318.99,451276.89,451199.27,451141.95,451077.68,2,3,2,3,2,2,2,2,37,38,37,38,23.38,34.45,92.36,57.17,8.33,13.89,8.33,13.89,5,6,5,6,2112
47.42,0,-1,4.46,50.75,0,-1,3.35,55.08,0,-1,3.74,101.06,0,-1,20.77,25.26,0,-1,5.19,12.58,0,-1,2.37,39,0,-1,0,43.46,0,-1,1.57,1.16,0,-1,8.52,0.08,0,-1,0.61,1,0,-1,1,0,0,-1,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,213617.16,213517.45,0,213621.13,452036.04,452080.24,0,452132.51,0,213665.4,211805.72,213494.63,0,452155.71,452496.12,452087.44,4,5,-1,4,-1,3,2,4,37,38,-1,38,58.66,37.37,-1,26.84,13.89,13.89,-1,13.89,6,7,-1,7,2112
-1,0,16,0,-1,0,0,0,-1,0,100000,0,-1,0,74.6,0,-1,0,24.87,0,-1,0,21.14,0,-1,0,16,0,-1,0,16,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,213281.6,213399.22,213494.63,0,452005.7,452105.64,452087.44,213399.22,213484.54,0,213281.6,452105.64,452072.34,0,452005.7,-1,4,3,4,2,3,-1,3,-1,38,37,38,-1,115.99,26.81,64.56,-1,13.89,13.89,13.89,-1,7,6,7,2112
-1,0,8,0,-1,0,0,0,-1,0,100000,0,-1,0,9.38,0,-1,0,4.69,0,-1,0,2.34,0,-1,0,8,0,-1,0,8,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,212651.04,212671.78,212801.8,0,451704.74,451811.25,451707.22,212671.78,212801.8,0,212651.04,451811.25,451707.22,0,451704.74,-1,2,2,2,2,2,-1,3,-1,38,37,38,-1,63.67,106.63,49.17,-1,13.89,8.33,13.89,-1,7,4,7,2112
0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213001.95,212954.11,213124.36,0,451493.45,451613.82,451697.44,0,213124.36,0,212989.38,212965.6,451697.44,0,451522.35,451626.45,5,5,3,-1,3,-1,3,3,36,15,36,-1,44.56,24.71,83.82,-1,13.89,13.89,13.89,-1,7,7,7,-1,2112
21.66,16,20.73,-1,18.36,0,22.34,-1,19.12,100000,24.59,-1,18.84,223.96,52.09,-1,4.71,74.65,17.36,-1,2.28,20.26,8.47,-1,2,16,14,-1,8.85,16,16.71,-1,7.78,0,2.23,-1,0.56,0,0.16,-1,0,0,2,-1,2,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,213023.53,212969.58,212989.38,0,451299.65,451449.54,451522.35,0,213001.95,0,213023.53,212893.09,451493.45,0,451299.65,451433.2,4,3,3,-1,3,-1,4,2,38,37,38,-1,143.76,8.93,49.75,-1,13.89,13.89,13.89,-1,7,6,7,-1,2112
16,-1,24,13,25.23,-1,41.8,11.16,30.41,-1,43.25,12.45,82.24,-1,20.91,37.29,20.56,-1,5.23,9.32,10.28,-1,2.61,4.66,13,-1,9,1,14.95,-1,18,9.3,0.96,-1,3.43,3.9,0.07,-1,0.25,0.28,0,-1,0,0,0,-1,0,0,0,-1,0,0.125,0,-1,0,20.56068,0,-1,0,1.99,0,-1,0,0,213046.77,0,212989.97,213098.26,451255.58,0,451459.17,451297.86,212989.97,213098.26,213067.1,212975.57,451459.17,451297.86,451176.18,451424.61,4,-1,4,4,4,2,3,2,38,-1,38,37,24.32,-1,143.49,43.58,13.89,-1,13.89,13.89,7,-1,7,6,2112
0,0,40,-1,0,0,32.55,-1,0,0,34.09,-1,0,0,47.32,-1,0,0,15.77,-1,0,0,7.89,-1,0,0,18,-1,0,0,31.18,-1,0,0,3.25,-1,0,0,0.23,-1,0,0,0,-1,0,0,0,-1,1,0,0,-1,499.43628,0,0,-1,43.92,0,0,-1,0,0,0,-1,213095.72,213001.5,213023.53,0,451124.24,451125.4,451299.65,0,213046.77,0,213095.72,213001.5,451255.58,0,451124.24,451125.4,3,2,3,-1,3,-1,3,2,38,37,38,-1,39.58,70,105.66,-1,13.89,13.89,13.89,-1,7,5,7,-1,2112
56,-1,45,0,100000,-1,44.05,0,100000,-1,45.05,0,59.95,-1,25.51,0,19.98,-1,12.76,0,9.99,-1,6.38,0,56,-1,19,0,56,-1,30.76,0,0,-1,5.01,0,0,-1,0.3,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,211779.55,0,211641.52,211806.67,452558.81,0,452890.24,452708.18,211641.52,211806.67,211805.72,0,452890.24,452708.18,452496.12,0,3,-1,2,3,1,2,2,-1,35,-1,6,34,116.77,-1,220.5,50.03,16.67,-1,16.67,19.44,7,-1,7,6,2120
4.99,13.09,-1,0,3.99,17.45,-1,0,5.36,20.1,-1,0,14.62,49.78,-1,0,4.87,24.89,-1,0,2.04,12.26,-1,0,1,8,-1,0,2.35,11.81,-1,0,8.89,1.88,-1,0,0.4,0.08,-1,0,2,1,-1,0,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,211987.12,211931.47,0,212060.38,452728.88,452763.22,0,452807.52,0,212060.38,211987.12,211931.47,0,452807.52,452728.88,452763.22,3,2,-1,3,-1,2,2,2,34,35,-1,6,42.65,32.87,-1,78.24,22.22,22.22,-1,22.22,6,6,-1,6,2120
