id,shape
28111977#2,"211841.38,451523.59 211897.83,451512.76 211920.07,451505.63 211939.64,451496.44 211955.26,451484.79"
28111977#4,"211967.57,451477.50 211974.50,451471.95 211988.86,451465.75 212027.54,451456.83"
28111977#5,"212027.54,451456.83 212083.61,451446.25 212100.90,451438.80"
28111977#8,"212280.26,451415.90 212374.91,451402.02 212400.30,451397.44"
28319300#0,"212358.00,452826.05 212335.81,452802.38 212327.09,452792.86 212278.81,452742.42 212261.76,452721.65 212254.44,452705.73 212249.82,452685.06 212245.68,452645.40 212242.90,452612.39 212241.17,452565.41 212241.02,452551.13"
28319300#3,"212241.02,452551.13 212240.79,452530.48 212241.02,452507.15 212241.09,452499.76 212241.37,452478.16 212242.08,452459.74"
28361235#0,"213342.71,452434.32 213360.60,452423.21 213371.67,452411.60 213378.84,452398.59"
285549250#0,"211644.12,451841.31 211744.15,451801.63 211756.54,451796.68"
285716192#0,"213124.36,451697.44 213110.15,451681.10 213082.18,451650.50 213068.54,451635.56"
285716192#0.83,"213068.54,451635.56 213058.28,451623.68"
286646456#0,"211931.47,452763.22 211967.53,452779.80"
286646456#1,"211967.53,452779.80 212007.78,452793.43 212060.38,452807.52"
30482614,"211785.99,451141.95 211788.69,451130.88"
30482615#1,"211789.28,451127.67 211794.91,451117.46 211828.64,451063.72 211929.93,450913.49 211944.83,450891.43 211971.15,450852.47 211984.39,450832.86 211990.31,450824.09 212029.47,450766.10"
306240162#0,"211730.78,452677.54 211712.58,452719.64 211708.19,452729.90 211704.09,452739.76 211645.51,452880.49"
306431419,"212242.94,452440.06 212240.32,452434.25 212242.10,452427.58"
306431420,"212251.20,452443.61 212246.49,452442.76 212243.27,452440.46"
31395281,"212950.80,452030.87 212943.63,452036.24 212929.66,452074.69"
315358242#0,"213275.30,452902.44 213296.20,452844.75 213302.82,452824.82 213305.33,452817.28 213324.85,452749.70 213327.17,452740.84"
315358242#2,"213349.81,452646.72 213357.82,452613.29 213359.56,452604.78"
315358242#3,"213359.56,452604.78 213370.32,452552.50 213377.10,452524.52 213385.13,452486.11 213385.94,452470.45"
315358248#0,"213389.93,452295.98 213392.86,452262.59 213395.34,452234.28 213397.93,452206.54"
315358250#1,"213023.03,453376.12 213030.10,453366.05"
315358252#0,"213181.76,453101.95 213211.96,453041.60 213233.07,452999.41 213240.97,452982.48"
315358253#0,"213397.93,452206.54 213398.38,452203.44 213399.82,452173.63"
315358253#1,"213399.82,452173.63 213398.95,452135.28 213399.22,452105.64"
315358253#2,"213399.22,452105.64 213399.17,452095.98 213399.89,452086.64 213401.91,452075.93"
315358254#0,"212297.49,453068.45 212218.63,452959.79 212210.48,452949.86"
315358255#0,"212060.38,452807.52 212087.57,452814.99 212114.19,452829.00 212137.41,452848.52 212141.02,452853.59 212158.22,452877.79 212176.91,452905.31 212196.52,452932.38 212203.16,452941.00 212210.48,452949.86"
315358257#0.43,"212259.57,452906.34 212239.83,452923.57 212224.58,452936.89 212210.48,452949.86"
315392062#0,"213157.53,451982.00 213129.11,452033.59 213128.34,452035.07 213115.43,452058.87 213108.61,452070.08 213103.59,452078.35 213088.67,452100.50 213074.42,452116.14 213069.11,452121.61 213049.77,452141.49 213009.53,452177.64 212990.66,452191.68"
31860333#1,"211996.75,451586.57 211885.53,451618.74 211873.01,451618.53 211862.18,451610.54 211857.24,451599.86 211841.38,451523.59"
31860333#4,"211825.55,451439.15 211821.74,451422.61 211817.58,451400.57 211818.31,451379.01 211822.18,451353.31 211825.42,451340.70"
32021112#0,"213622.69,452037.80 213609.84,452064.88 213601.53,452095.16"
32124634,"213618.75,452148.00 213620.13,452132.42"
32124637#0,"213628.09,452138.03 213620.60,452133.36"
32124637#1,"213620.55,452133.33 213610.81,452126.44 213596.15,452117.32 213584.37,452112.18"
32395288#0,"211736.94,451276.89 211731.25,451273.56 211715.55,451264.35 211704.89,451266.14"
32395288#2,"211704.89,451266.14 211706.20,451270.72 211704.82,451275.27 211701.20,451278.37 211696.46,451279.02 211692.13,451277.00 211689.58,451272.98"
32395288#3,"211689.58,451272.98 211689.61,451268.21 211692.22,451264.23 211696.58,451262.28 211701.30,451262.99 211704.89,451266.14"
32395327#0,"211685.52,451514.21 211677.06,451516.07 211569.30,451539.71 211559.40,451534.55"
32395352#0,"211675.05,451458.20 211666.67,451458.29 211647.84,451458.34 211622.62,451457.55 211602.18,451457.20 211594.37,451450.56"
32395361#0,"211676.57,451401.65 211668.60,451400.46 211648.50,451397.31 211628.96,451392.98 211622.35,451384.29"
32395414#0,"211825.55,451439.15 211953.88,451412.29 211999.28,451401.48 212010.08,451402.09"
32395414#1,"212010.08,451402.09 212016.82,451407.21 212020.24,451421.77 212024.83,451442.06 212027.54,451456.83"
32395464,"211836.46,451496.41 211892.69,451485.39 211929.96,451477.53 211945.11,451475.39 211950.87,451478.81 211955.26,451484.79"
32999110#0,"213283.27,452000.14 213293.30,452008.16 213310.59,452020.70 213327.79,452030.31 213357.35,452040.24 213395.94,452050.52"
32999434#0,"213281.60,452005.70 213267.98,451989.51 213258.44,451971.37 213227.79,451898.49 213220.84,451881.96"
32999435,"213665.22,452156.69 213652.31,452154.26 213628.06,452138.01"
37386279,"213166.75,452049.92 213169.61,452049.39 213229.66,452060.11 213264.50,452067.15"
37681424#0,"211764.61,451326.94 211756.89,451357.23 211753.27,451384.22 211751.67,451405.35 211754.11,451429.51 211775.06,451517.36 211778.49,451535.70"
37681424#1,"211778.49,451535.70 211798.73,451637.44 211798.76,451642.97 211796.40,451647.23 211790.95,451650.64 211759.48,451657.22 211736.61,451662.08 211727.90,451664.91 211719.91,451668.53"
37681425#0,"211905.40,451285.79 211903.64,451291.05 211900.49,451300.44 211892.83,451311.57 211885.37,451318.11 211880.83,451322.10 211866.13,451330.45 211860.78,451332.66 211848.70,451336.82 211825.42,451340.70"
37681425#5,"211825.42,451340.70 211810.97,451337.43 211764.61,451326.94"
379897807,"212995.87,453415.56 213011.43,453408.27 213023.17,453401.24 213028.99,453393.56"
386687232#0,"213516.23,452466.64 213474.32,452463.58 213445.89,452461.71 213403.95,452460.85 213385.27,452460.55"
386687235,"213383.68,452431.38 213405.33,452432.03 213430.44,452433.18 213464.70,452435.28 213518.01,452438.18"
386687239#0,"213239.59,452442.74 213283.04,452439.10"
386687239#1,"213283.04,452439.10 213326.68,452435.53 213343.16,452434.17"
386687242,"213385.32,452460.55 213368.83,452460.97 213338.02,452462.99 213284.22,452466.42 213242.73,452468.92"
391891458#0,"212974.95,451427.23 212970.76,451444.81"
399835085#1,"212146.08,453007.62 212116.52,453032.41 212058.61,453077.76 212024.84,453102.54 212018.60,453110.89 212012.85,453123.65 211998.78,453156.02"
402600768#0,"213407.37,452053.31 213424.40,452057.52"
402600768#1,"213424.38,452057.52 213484.76,452071.37"
40888351#0,"213037.54,452831.86 213069.76,452846.84 213154.37,452892.71"
40888351#1,"213154.37,452892.71 213180.80,452909.11 213204.93,452924.09"
40888351#3,"213204.93,452924.09 213212.14,452928.18 213234.00,452940.46 213242.01,452944.97 213254.25,452951.85"
40888354#0,"213154.37,452892.71 213165.04,452873.33 213168.63,452862.95 213169.62,452851.25 213171.32,452820.45"
40888354#1,"213171.32,452820.45 213172.83,452789.16 213176.36,452766.99"
40888354#2,"213176.36,452766.99 213176.88,452763.69 213185.58,452729.07 213193.94,452702.34"
40888356#0,"212380.98,452437.25 212382.07,452416.97 212382.24,452413.75 212383.45,452391.17 212384.21,452376.82 212385.25,452357.54 212386.00,452343.49 212386.88,452327.00"
40888359,"212358.00,452826.05 212397.58,452864.71 212425.26,452843.41 212459.77,452810.69 212474.65,452794.05 212477.61,452787.60 212475.52,452781.36 212451.24,452757.87"
40888360#0,"212748.27,452404.73 212744.73,452409.92 212702.99,452471.09 212690.25,452489.76 212673.08,452504.50 212645.96,452523.16 212624.32,452539.71 212605.86,452555.51 212575.54,452585.93"
41203916#0,"212241.02,452551.13 212325.85,452553.26 212331.50,452553.39 212340.92,452553.63 212349.16,452547.92"
41203918#0,"212559.56,452908.00 212572.45,452917.32 212584.85,452924.69 212598.15,452929.63 212621.10,452931.55 212636.53,452933.63"
447569997#1,"213253.89,452987.24 213352.20,452996.27 213421.20,453002.39 213435.07,453003.92"
4942376,"213350.01,452645.74 213392.25,452654.40 213618.61,452666.45"
51857516#1,"213598.20,452101.42 213635.94,452126.62 213660.27,452144.86 213666.27,452155.21"
51857517#0,"213484.77,452071.37 213517.68,452079.27"
51857517#0.33,"213517.68,452079.27 213537.36,452083.98 213558.32,452087.93"
51857517#1,"213558.39,452087.94 213581.36,452094.11"
51857518#1,"213581.96,452087.04 213600.31,452058.00 213613.67,452033.70"
53396619#3,"213193.94,452702.34 213189.99,452701.06 213159.61,452691.21 213146.74,452687.03"
54169231#0,"212826.05,452907.44 212843.28,452874.17 212866.78,452835.64 212883.89,452797.88"
54169231#1,"212883.89,452797.88 212901.79,452751.75 212908.04,452747.29"
653473568#1,"212515.67,451338.55 212522.99,451341.24 212532.06,451344.15 212551.74,451351.45"
653473569#1,"212569.42,451359.06 212608.99,451378.96 212637.49,451391.12 212673.67,451402.51 212693.55,451406.67 212729.79,451411.84"
653473569#3,"212803.06,451417.15 212828.23,451420.25 212838.37,451421.76 212841.30,451422.19 212893.09,451433.20"
653473569#5,"212893.09,451433.20 212933.48,451443.16 212968.39,451454.26"
