TLINKIDP1,LENGTH,geometry
3350091,148,"LINESTRING (127.33342744729634 36.35357038668178, 127.3336160495163 36.35403915649059, 127.33372508152137 36.35435658299245, 127.33375524568164 36.354435680163505, 127.33387938127025 36.35475864723676, 127.33393201793984 36.354852895154195)"
3350092,4,"LINESTRING (127.33395502978847 36.35488672907412, 127.33393201793984 36.354852895154195)"
3350881,371,"MULTILINESTRING ((127.32853199413022 36.35652624774217, 127.3286535951638 36.35693026358831, 127.328712152616 36.35714220419139, 127.32889672761512 36.357705659635435), (127.32929321925741 36.35649695175135, 127.32903381468353 36.35661358725393), (127.32935277184306 36.361024886525264, 127.3293458265478 36.36128079685434), (127.32938212235234 36.3592956110037, 127.3293527711708 36.36095077675865))"
3350882,342,"MULTILINESTRING ((127.32843718850287 36.357186751208445, 127.328712152616 36.35714220419139), (127.3290267910654 36.36109905835849, 127.3290407514043 36.360632011631274, 127.32906531728175 36.359359712878934, 127.32905161790906 36.3592524759216, 127.32875771640464 36.35826437282179))"
3350891,192,"MULTILINESTRING ((127.32931456897452 36.36201957877634, 127.32930017523749 36.36248991021789, 127.32927854564585 36.36342979622253, 127.32927465248069 36.363519615953805), (127.3293458265478 36.36128079685434, 127.32933251255135 36.36153091739577))"
3350892,54,"LINESTRING (127.3289746530414 36.3637672038045, 127.32897465304079 36.3635223130203, 127.32927465248069 36.363519615953805)"
3351201,559,"MULTILINESTRING ((127.32919843045669 36.36947931151924, 127.32914233524598 36.36985949271211, 127.32904333787798 36.370294948934664, 127.3289121528751 36.37067553662099, 127.32870878109156 36.37107884298026), (127.3289746530414 36.3637672038045, 127.32927216390435 36.3640550994857), (127.32898715272006 36.364492203948785, 127.3292727764973 36.364490774926416), (127.3292727764973 36.364490774926416, 127.32922015860227 36.3660477730578), (127.32927174587253 36.36376565876958, 127.32927216390435 36.3640550994857), (127.32927216390435 36.3640550994857, 127.32927465248292 36.36443387032506), (127.32927465248292 36.36443387032506, 127.3292727764973 36.364490774926416), (127.32965873064617 36.36404927434642, 127.32956721019089 36.364107079060126, 127.32944293533075 36.36421690772172, 127.32934274496515 36.36432962644894, 127.32927465248292 36.36443387032506))"
3351202,1044,"MULTILINESTRING ((127.32719751359517 36.373924127904296, 127.326981576483 36.37384555323917, 127.32781584065384 36.37223839193038, 127.32866381049247 36.37063064696169, 127.32879251246717 36.37025720528822, 127.32889481034701 36.36982444433373, 127.32895420606957 36.36945774487742, 127.3289408617963 36.36733456458814), (127.32893763245748 36.366820751027426, 127.32898715272006 36.364492203948785, 127.32898540263919 36.364423361746894))"
3352881,391,"MULTILINESTRING ((127.32825993122992 36.356588014977405, 127.32853199413022 36.35652624774217, 127.32914268446301 36.356509944369215, 127.32929321925741 36.35649695175135), (127.33081300285316 36.35597894912744, 127.33155706072671 36.35572402101988, 127.33322860285215 36.35514825206255, 127.33386479113402 36.35491910435558))"
3352882,156,"MULTILINESTRING ((127.33081300285316 36.35597894912744, 127.33008164829455 36.35624544163506, 127.32949666177795 36.356450310283954, 127.32929321925741 36.35649695175135), (127.33395502978847 36.35488672907412, 127.33386479113402 36.35491910435558))"
3356422,696,"MULTILINESTRING ((127.4468089660926 36.344295305786936, 127.44616447473115 36.345330684784294, 127.44550536927667 36.346394692671986, 127.4448958404212 36.347352850855046, 127.44460484034883 36.34779833883969, 127.44454196971985 36.34789366291845, 127.44433266462639 36.34810887308844), (127.44746968641739 36.34325544763425, 127.44695079776669 36.34407208755512), (127.44755481231785 36.34288332437725, 127.44766244183984 36.34293047108341, 127.44769268249341 36.34288482283349), (127.44799176636567 36.34253034776814, 127.44769268249341 36.34288482283349), (127.44822997468957 36.34263711936498, 127.44815737422078 36.34264650648828, 127.44802967319063 36.34266676911272, 127.44792807131873 36.34270329498824, 127.44785142903406 36.34274937373088, 127.44769268249341 36.34288482283349))"
3357691,890,"MULTILINESTRING ((127.43452446413457 36.35625929295198, 127.43455459718767 36.3562504490964, 127.4346520114339 36.35619775102247, 127.43476183594754 36.35612645855589, 127.43496064839822 36.355979117937885, 127.43473631707755 36.35618867494581), (127.43564665075024 36.35542396045863, 127.43509906431234 36.355870159802684), (127.43689518102883 36.354160073673654, 127.43702776609352 36.3542541560758, 127.43714125051126 36.35415992181512), (127.43946303756609 36.35220987261878, 127.43828853282373 36.35318754298662), (127.44039355892446 36.35121542145061, 127.4405301213706 36.35132569259818, 127.44064013821482 36.351234533220406), (127.44446414801696 36.34877411743064, 127.44431801330339 36.348683979995315, 127.44422843792039 36.34864172712075, 127.4441523833845 36.34860961498407, 127.44409785226904 36.348595217792074, 127.44401804211245 36.348578786389204, 127.44393119005838 36.348579960617606, 127.4438575418832 36.34859268096134, 127.44372462350321 36.348636299744776, 127.44354475826312 36.3487822097401, 127.44321870874325 36.34906394013622, 127.44173584049055 36.35030272780416, 127.44076177839256 36.35113108817065), (127.44387873923422 36.34826881229434, 127.4440311426337 36.348388890267024, 127.44410211127264 36.348331607337), (127.4441035089701 36.34806376248191, 127.44410211127264 36.348331607337), (127.44425271713264 36.34819107612244, 127.44410211127264 36.348331607337))"
3357692,342,"MULTILINESTRING ((127.43449793801896 36.35608253466309, 127.43457864662659 36.35607883167963, 127.43462199856363 36.356067591719814, 127.4346732043657 36.35604553325451, 127.43474064044791 36.35599928951526, 127.43495757328434 36.35582995034802, 127.43500382313945 36.35579242142105, 127.43509906431234 36.355870159802684), (127.43476416329753 36.355398840913644, 127.43481120748083 36.35548396914155, 127.43484342970322 36.355530256536404, 127.43490342970333 36.35556897772252, 127.43496676303675 36.35559301156222, 127.43504426303684 36.35560836651538, 127.43512176303686 36.35561036933545, 127.43520342970355 36.355601467913445, 127.43526802832112 36.35557803508531), (127.43634723917906 36.35463176576749, 127.43689518102883 36.354160073673654), (127.43981699422892 36.351706644069985, 127.4403389148047 36.35126145908762, 127.44039355892446 36.35121542145061), (127.44051027025516 36.35111709222691, 127.44063993240889 36.35101144630116, 127.44076177839256 36.35113108817065), (127.443612313054 36.34853473284334, 127.44387873923422 36.34826881229434))"
3358311,309,"MULTILINESTRING ((127.40388465631816 36.34302853753901, 127.40390109320282 36.343512409790485), (127.40391178796152 36.341817924183886, 127.40390341527367 36.34191152741925), (127.40391102444194 36.34380476756263, 127.40396514834511 36.34602490946476))"
3358312,155,"MULTILINESTRING ((127.40388465631816 36.34302853753901, 127.40386032156185 36.34239331311549, 127.40390341527367 36.34191152741925), (127.40391102444194 36.34380476756263, 127.40390109320282 36.343512409790485))"
3358341,15,"LINESTRING (127.40756239929433 36.353782708684086, 127.40745100761988 36.353890223423726)"
3358342,118,"MULTILINESTRING ((127.40273710647688 36.35481352444069, 127.40320379801015 36.35461951183601, 127.40287272458465 36.35465389899886), (127.4034770557229 36.354292016242006, 127.40344896478479 36.35437236713189, 127.40345896478497 36.35444380104413, 127.40349396478508 36.354488530690105, 127.40355349103385 36.35451709100012, 127.4036173124929 36.35453368457317), (127.40711785124148 36.353762894734636, 127.40719200753739 36.353748520870724))"
3359061,467,"MULTILINESTRING ((127.4078896745893 36.35414897727945, 127.40774583342652 36.35412002540525, 127.40758178179966 36.35408700409886, 127.40744237245092 36.35406005201341), (127.41055654094299 36.3549056206944, 127.41036952541603 36.354857344889936, 127.4099795164253 36.354732104879446, 127.40939570736502 36.35456920490807), (127.41194274810859 36.35529450940175, 127.41071598538758 36.35494567709394), (127.41288947070491 36.35543799533304, 127.4123126008789 36.35535056454336), (127.41423883056555 36.35552129593667, 127.41394998820725 36.355503464709194), (127.41650379468146 36.35570719209761, 127.41566576831293 36.35563637072307), (127.41765711133289 36.35579249728982, 127.41712222887058 36.355751124396825))"
3359062,586,"MULTILINESTRING ((127.40730800272256 36.35402825110288, 127.40731564275963 36.354024744028116, 127.4073205340194 36.35402152282528, 127.40745100761988 36.353890223423726), (127.4074197610955 36.353743191905814, 127.40756239929433 36.353782708684086), (127.40888122658966 36.354142030017876, 127.40978618477983 36.35439259532794), (127.41065376316458 36.354645254098614, 127.41083586525106 36.35470569538968), (127.41218790868929 36.35509236609175, 127.4123781314866 36.355142603119795, 127.41262718523298 36.355170496492036, 127.41434523924681 36.35529236631991, 127.41564208589551 36.35538593448309, 127.41706436447478 36.35548735713381), (127.4174400816154 36.35551884393572, 127.4175826249851 36.35553126222695))"
3386892,478,"MULTILINESTRING ((127.34636075028148 36.35007681829134, 127.34543965206885 36.35033001341419, 127.3445993381553 36.35056988957789, 127.34457671660695 36.35057536282117, 127.34411317325507 36.350702347362414), (127.34975003141601 36.349150342981964, 127.34828950226319 36.34953152765271, 127.34731419253308 36.349806857654166), (127.35016099886784 36.348832617921616, 127.35023465998734 36.34902126899471, 127.3503508856425 36.34899228089557))"
3386902,78,"MULTILINESTRING ((127.35104016294713 36.34881785024958, 127.35045371682135 36.348966136705), (127.35327462285053 36.34827709873159, 127.35302505363774 36.348327825941205))"
3387122,282,"LINESTRING (127.43368882244148 36.35852277693165, 127.43417142292004 36.35678117597255, 127.4342047742772 36.356659511191985, 127.43438857881223 36.35628200413756, 127.43449793801896 36.35608253466309)"
3387231,550,"MULTILINESTRING ((127.44395534940406 36.348192347517475, 127.44425271713264 36.34819107612244), (127.4441035089701 36.34806376248191, 127.44425271713264 36.34819107612244), (127.4441714157465 36.348407982422366, 127.44432290599897 36.34826578317268, 127.44425271713264 36.34819107612244), (127.44463319877002 36.34868736069904, 127.4447446315194 36.34888227558723, 127.44508555826094 36.34947191928677, 127.4457816463902 36.3507594989298, 127.4465070115633 36.3520502075064, 127.4468183085895 36.352614479509306))"
3387232,85,"MULTILINESTRING ((127.44446414801696 36.34877411743064, 127.44429412604023 36.3485535465132, 127.4441714157465 36.348407982422366), (127.44670080946268 36.35284022145886, 127.44661869090174 36.3526914654742, 127.4468183085895 36.352614479509306))"
3387501,314,"MULTILINESTRING ((127.36228675010472 36.35556234856644, 127.36243760286646 36.35562284462671, 127.36257620278052 36.355669848591965, 127.36270669336128 36.355698934777365, 127.36283826610939 36.35572011993526, 127.36303096882743 36.35571662894269, 127.36329135977738 36.35571790384975, 127.36256124477612 36.35580215443398), (127.36423125440237 36.3555919217473, 127.36577583380267 36.35539027146807, 127.3659377833633 36.3553691321559))"
3387502,102,"MULTILINESTRING ((127.36330307134307 36.35584105441621, 127.36269038768882 36.35594062179839, 127.36245027171933 36.35597184980315), (127.3659377833633 36.3553691321559, 127.36595542827803 36.35549412126317, 127.36609009955401 36.35548021238598))"
3387511,290,"MULTILINESTRING ((127.36608548880193 36.35534985213214, 127.36622417280581 36.35533119770832, 127.36624434473141 36.35545784495974), (127.36746977724371 36.355163651109216, 127.3687992177336 36.35500613432504, 127.37027737922014 36.354828051520556, 127.37039554602941 36.35482294443411))"
3387512,146,"MULTILINESTRING ((127.3703999831704 36.354915984806674, 127.3690182502277 36.35509282459307), (127.37039554602941 36.35482294443411, 127.3703999831704 36.354915984806674), (127.37052325340647 36.35491171222265, 127.3703999831704 36.354915984806674))"
3387521,121,"MULTILINESTRING ((127.37052036092538 36.354817550022005, 127.37064789460847 36.35481750875727), (127.37065324750512 36.35490448259046, 127.37064789460847 36.35481750875727), (127.37064789460847 36.35481750875727, 127.37177667353545 36.35478201641448))"
3387531,186,"MULTILINESTRING ((127.37300119740291 36.35474351354997, 127.37384986817501 36.354731471845106), (127.37500003084422 36.354728857365444, 127.37623527953444 36.35472604947229))"
3387532,239,"MULTILINESTRING ((127.37500003084168 36.35489022063093, 127.3728542250048 36.35489713995124), (127.37644747443005 36.355058636909554, 127.37641246710405 36.35498917390729, 127.37638829034539 36.35496060183492, 127.37635016981044 36.35493394472518, 127.3762352750661 36.354887829423454, 127.37644793381511 36.354887417754796))"
3387541,66,"MULTILINESTRING ((127.3764463827945 36.3545379387989, 127.3765147187948 36.354626705492954, 127.37654328422987 36.354659916868385, 127.37658248860909 36.354682269592985, 127.3766752640657 36.35472913270032, 127.3766230375564 36.35472721538838), (127.37644793233883 36.35472556608257, 127.3766230375564 36.35472721538838), (127.37662162558927 36.35488428925932, 127.3766230375564 36.35472721538838))"
3387542,187,"LINESTRING (127.37875901077365 36.35493354938304, 127.3780916117499 36.354857812212465, 127.37667572920704 36.35488331475763)"
3387571,177,"LINESTRING (127.38510976152813 36.35473073956353, 127.38708311152435 36.354713473570996)"
3387572,161,"LINESTRING (127.38889348229604 36.35487843159555, 127.3870891621427 36.35486063807684)"
3387581,292,"LINESTRING (127.38889781241198 36.35469759568961, 127.39213803240723 36.35467921338018, 127.392168085187 36.354679042885714)"
3387582,350,"MULTILINESTRING ((127.39213803240723 36.35467921338018, 127.39214092752142 36.3548770832122, 127.39055531211882 36.35487693939628, 127.3889940245003 36.3548783413162), (127.39238039988751 36.355079828510405, 127.39232959255673 36.35499477942722, 127.39230063053975 36.35495944250788, 127.39226921371707 36.35493249884989, 127.39218141266879 36.354877086884194, 127.392386781599 36.35487710551109))"
3387611,432,"MULTILINESTRING ((127.39658081610034 36.36006049553614, 127.39669289185174 36.36019909105882, 127.39668403002668 36.360211988083535, 127.39640602703645 36.36075636628571, 127.39614300674013 36.3613257157996, 127.39608035759791 36.36146157198922), (127.39849522533758 36.35821260042078, 127.39852047900756 36.35839007493851, 127.39819557959278 36.35860215606591, 127.3978576441977 36.35886851969659, 127.39738653286986 36.359303024889705, 127.39717178645219 36.359549410662765, 127.39688878766198 36.359913994808274, 127.39678021394562 36.36007200716906))"
3387681,194,"MULTILINESTRING ((127.38151683680667 36.35466827568908, 127.38169644118001 36.35495405891762), (127.38152194445237 36.355065866015984, 127.38169617557558 36.35506390376877, 127.38169644118001 36.35495405891762), (127.38169643702116 36.355820157885326, 127.38168965117366 36.35673270676453), (127.38169378026654 36.35466848047247, 127.38169644118001 36.35495405891762))"
3387881,258,"LINESTRING (127.36955832652816 36.36075290702099, 127.37076573695079 36.36153974962369, 127.37174315333598 36.3622747891284)"
3387991,298,"MULTILINESTRING ((127.36058647271945 36.35038916997476, 127.36082351600646 36.35043306794383), (127.36078751454117 36.35056811580485, 127.36082351600646 36.35043306794383), (127.36082351600646 36.35043306794383, 127.36335131696546 36.35086753492324), (127.36559564930721 36.35125104544169, 127.3656849688409 36.35126845527736, 127.3659418421033 36.35131238086314))"
3387992,350,"MULTILINESTRING ((127.36235737655767 36.350830577370296, 127.36078751454117 36.35056811580485), (127.36454737655954 36.35121511880654, 127.36332269399392 36.3510000771662, 127.36287074222153 36.35092071909163), (127.3656849688409 36.35126845527736, 127.36564217453277 36.351425797142326, 127.36605408263125 36.351500837224165))"
3388001,298,"MULTILINESTRING ((127.36655344985923 36.351340532148186, 127.36669608692173 36.35133860372211, 127.36705146000007 36.35132495072251, 127.36737837736297 36.351302605929504), (127.36804994571456 36.351237873943795, 127.3683639171432 36.35120666500977, 127.36876086000035 36.35114347655052, 127.3692302289102 36.35101198642073, 127.36967465227303 36.35084220431484, 127.36984965224585 36.35075053732001, 127.37012526825517 36.350571963631616), (127.37024576852582 36.35049389059863, 127.37026955721062 36.350478037407925, 127.37039365435471 36.35062816378001))"
3388002,418,"MULTILINESTRING ((127.36655798073436 36.351524137722514, 127.36617172190493 36.35151247206418, 127.36605408263125 36.351500837224165), (127.36993943142886 36.35090921689639, 127.36960943142915 36.35107296747752, 127.36922663142933 36.351211673852006, 127.36891496617737 36.35130164455592, 127.3684987457151 36.351379662683065, 127.36742671714352 36.35149756310059, 127.36688153506604 36.351514240204814), (127.3710340885705 36.35020297027203, 127.37039365435471 36.35062816378001, 127.3702613239397 36.35071178704978))"
3388012,103,"MULTILINESTRING ((127.37160184592481 36.34982062168809, 127.3710340885705 36.35020297027203), (127.37191377428309 36.34936610847773, 127.37200994571214 36.34954488558329, 127.37187246918417 36.349635572746756))"
3388051,415,"MULTILINESTRING ((127.378728927183 36.34565145385076, 127.3790283098323 36.34574856342531, 127.37918704229062 36.345980303760015, 127.37924968779716 36.346072867207454), (127.37924968779716 36.346072867207454, 127.37964401724133 36.34669372590047, 127.38063879836324 36.34829637463091), (127.37931473628522 36.345460258971144, 127.37921836187627 36.345679119773614, 127.379207118464 36.34573413608139, 127.37920149709285 36.34579838865883, 127.37920685174993 36.345843633126556, 127.37923027775408 36.34597347666933, 127.37924968779716 36.346072867207454))"
3388071,194,"LINESTRING (127.3816740842396 36.35291185660154, 127.38169378026654 36.35466848047247)"
3388231,130,"LINESTRING (127.38069480004648 36.34838029982549, 127.38133151114393 36.349436384374314)"
3388241,192,"MULTILINESTRING ((127.38149501276509 36.350830237184816, 127.38169087306845 36.35082925085069, 127.38169127718398 36.35065682884779), (127.38168956250695 36.35138842179748, 127.38167752007922 36.35215960689813, 127.38167481568452 36.35275171255457, 127.38167460823561 36.35279713183898))"
3388251,51,"LINESTRING (127.39238437167512 36.35448732693801, 127.39243355532832 36.35456565869394, 127.39246247492702 36.354605680030375, 127.39251151676642 36.354634985416766, 127.39261755047819 36.35467627081464, 127.39238687354624 36.354677801662504)"
3388252,425,"LINESTRING (127.39737695752581 36.35483084971481, 127.39720936681601 36.35483240317572, 127.39570674946118 36.35484633149655, 127.39262422760264 36.35487519099789)"
3388262,582,"MULTILINESTRING ((127.40184266972008 36.354789272333946, 127.39745936796551 36.354830082444224), (127.40312688975715 36.354789760446856, 127.40273710647688 36.35481352444069, 127.40184266972008 36.354789272333946), (127.40252313417686 36.35512109893581, 127.40232907834809 36.354932528677764, 127.40224354492369 36.354877677421534, 127.40216515982522 36.35484710704637, 127.40208909691644 36.3548291729387, 127.40184266972008 36.354789272333946))"
3388281,274,"LINESTRING (127.35893637448694 36.35621861200299, 127.35960903723345 36.35614135863165, 127.36159921146435 36.355892088141054, 127.36197586162722 36.355851575559214)"
3388282,309,"MULTILINESTRING ((127.3624202003254 36.356185679218804, 127.36237956924978 36.35615859156366, 127.36232046954267 36.35612350077616, 127.36225336688321 36.35609826018075, 127.36218503308741 36.356084101005145, 127.36211146663143 36.356080715456166, 127.36173226988156 36.35606642141769), (127.36256124477612 36.35580215443398, 127.36245027171933 36.35597184980315, 127.36206419740172 36.35602412204572, 127.36197586162722 36.355851575559214), (127.36370936064915 36.357456036088664, 127.36347847621332 36.35732746672634, 127.36344993408923 36.35731149047577, 127.36282261611963 36.35665803083152, 127.36252023746053 36.35630420196324))"
3388501,10,"LINESTRING (127.40396514834511 36.34602490946476, 127.40395392384772 36.346122728111695)"
3389001,274,"MULTILINESTRING ((127.40637337531102 36.32629453060441, 127.4054419429902 36.32705572036544, 127.40486168872663 36.327529519182164, 127.40482206070882 36.327561890464544), (127.40712523036339 36.32570016281213, 127.40682367394434 36.32593858074476), (127.4075723557008 36.32588414330498, 127.40740497929399 36.32586171961039, 127.4073033717324 36.325864111044254, 127.40712260498965 36.325878807306445))"
3389002,77,"MULTILINESTRING ((127.40637337531102 36.32629453060441, 127.40682367394434 36.32593858074476), (127.40712523036339 36.32570016281213, 127.4072852136352 36.32556991211116))"
3389011,512,"MULTILINESTRING ((127.40078970247593 36.33086723777251, 127.4007135173096 36.3309264266517), (127.40482206070882 36.327561890464544, 127.40088304580716 36.33079019555239))"
3389012,12,"LINESTRING (127.40078970247593 36.33086723777251, 127.40088304580716 36.33079019555239)"
3389022,176,"LINESTRING (127.39932465203385 36.33205887183399, 127.39956935373276 36.33184670555833, 127.40054185373124 36.33105892970519, 127.4007135173096 36.3309264266517)"
3389351,109,"MULTILINESTRING ((127.34271599059787 36.29921775299308, 127.34277828810153 36.299329973723076, 127.34281285836732 36.299373408548405, 127.34287224802146 36.299415956797716, 127.34318154122023 36.29954139576187), (127.34272275418952 36.29943509898728, 127.34288390951833 36.29947243720855, 127.34285796399566 36.29960654066725), (127.34666505206954 36.30026418173646, 127.34690622637781 36.30031140568305))"
3389352,66,"MULTILINESTRING ((127.34314314799276 36.299674796558115, 127.34285796399566 36.29960654066725), (127.34690622637781 36.30031140568305, 127.34687113897876 36.300510873096265, 127.34707228902005 36.30055118583188))"
3389361,462,"MULTILINESTRING ((127.34708420561262 36.3003462555057, 127.34727144353243 36.30038133378631), (127.34708981703957 36.300192039620924, 127.34714624610888 36.30026983731244, 127.34717517773257 36.300301231507945, 127.34721149600347 36.30032400759825, 127.34742245908174 36.300407523488026), (127.348509887263 36.30062737315743, 127.34943478846958 36.30080273879469, 127.34985258808351 36.30088236861251, 127.35076565609506 36.30106728479126, 127.35133985153293 36.301193792541234), (127.35153734137862 36.301237303851735, 127.35170698500704 36.30127496877093, 127.35165332739923 36.301486774915794), (127.35406650092521 36.301798837405485, 127.3552323892996 36.30206143645577))"
3389362,772,"MULTILINESTRING ((127.3512767484603 36.30140264444682, 127.34941774213152 36.30100851610338, 127.34907101108254 36.30093969970972, 127.3472187255907 36.30058035647244), (127.35146901389605 36.30144788326909, 127.3512767484603 36.30140264444682), (127.35133985153293 36.301193792541234, 127.3512767484603 36.30140264444682), (127.3516001023352 36.30147554399483, 127.35157691353115 36.301470650968774), (127.35504060885312 36.30217012919619, 127.35175751533596 36.30150875941695, 127.35165332739923 36.301486774915794), (127.35546259111561 36.30226697730422, 127.35531040084149 36.3022375771285, 127.3551741898669 36.302203524417564, 127.3552323892996 36.30206143645577))"
3389711,467,"MULTILINESTRING ((127.33121565378732 36.34947436334773, 127.3318345314462 36.350318932505594), (127.33190118089242 36.35040988758499, 127.33216724441651 36.350759169871885, 127.33220390399423 36.350810665309645, 127.33240397930167 36.351115756958045), (127.33250404034932 36.35128631480737, 127.33342744729634 36.35357038668178))"
3390041,818,"MULTILINESTRING ((127.3954562462804 36.36411906361908, 127.39557672592738 36.36728072489409), (127.39559747605114 36.36782525553772, 127.39560668758477 36.37119348862382), (127.39575316275184 36.36180975998051, 127.39587453871982 36.36196503832697), (127.39587453871982 36.36196503832697, 127.39582243517894 36.362172518217704, 127.39590531987673 36.362096075837314, 127.39597375904268 36.362047678016424, 127.39603510853007 36.36202642936697, 127.3961545794081 36.36199244975012), (127.39592225321093 36.36182902290069, 127.39587453871982 36.36196503832697))"
3390861,162,"MULTILINESTRING ((127.37988559311907 36.4141744718533, 127.37990717444495 36.41427004541995, 127.37997075494037 36.41438500401826, 127.38054768311828 36.41499355832928), (127.38069347757366 36.41515189321874, 127.38073949139395 36.41520002294568, 127.3810506105292 36.41552955618066), (127.38213219771043 36.41666662680691, 127.38214727122863 36.41668163485091))"
3390862,242,"MULTILINESTRING ((127.37988559311907 36.4141744718533, 127.3798685173015 36.41405085864973, 127.37985818409037 36.413912422296164), (127.38069347757366 36.41515189321874, 127.38057693299483 36.4150244116298, 127.38054768311828 36.41499355832928), (127.38213219771043 36.41666662680691, 127.38203760179849 36.41657244178725, 127.38136261053025 36.41585908682648, 127.3810506105292 36.41552955618066), (127.38238520519457 36.41691516982758, 127.38214727122863 36.41668163485091))"
3390871,241,"MULTILINESTRING ((127.38238520519457 36.41691516982758, 127.38266208217159 36.417234595540705), (127.38266208217159 36.417234595540705, 127.38326195123064 36.417864464658386), (127.38269956354411 36.41667485074321, 127.38264268916356 36.41684843291117, 127.38260809746374 36.416970611798064, 127.38261208217125 36.41710641506267, 127.38266208217159 36.417234595540705), (127.38359190456295 36.41821091929021, 127.38390924318188 36.418550146965956))"
3390872,256,"MULTILINESTRING ((127.38359190456295 36.41821091929021, 127.38326195123064 36.417864464658386), (127.38531033080518 36.420047877366, 127.38390924318188 36.418550146965956))"
3390881,488,"MULTILINESTRING ((127.38531033080518 36.420047877366, 127.38556378806948 36.42033350304251), (127.38556378806948 36.42033350304251, 127.38565277924044 36.42043378883821), (127.38569822647834 36.4200609667975, 127.38562526878638 36.42011313306084, 127.38558726878651 36.42016280299603, 127.38556260211996 36.42022048421109, 127.38555193545345 36.42028297219407, 127.38556378806948 36.42033350304251), (127.38632815120215 36.42174454619854, 127.38705441759673 36.42327910614095), (127.3871223074171 36.42341589392085, 127.38726373120296 36.42371409471641, 127.38802534455063 36.42526431904999))"
3390882,204,"MULTILINESTRING ((127.38632815120215 36.42174454619854, 127.385801376918 36.42067169458839, 127.38565277924044 36.42043378883821), (127.3871223074171 36.42341589392085, 127.3871091836106 36.42338827394268, 127.38705441759673 36.42327910614095), (127.38814606758771 36.425528653337416, 127.38802534455063 36.42526431904999))"
3391161,215,"MULTILINESTRING ((127.4072852136352 36.32556991211116, 127.40746225950538 36.32564309774321, 127.4072996362498 36.32577192631616), (127.40760095290763 36.32531285235051, 127.40759125351447 36.32547434111553, 127.40759678828407 36.32553867755906, 127.40761200779652 36.325594712463875, 127.40764313820253 36.32566389128491, 127.40768326166715 36.32573445363235), (127.40828314899895 36.32596015031369, 127.40837828349285 36.325984287977214, 127.40843583966283 36.32599518962508), (127.4102512157031 36.32647667242901, 127.41041976564853 36.326574695307, 127.41070696502696 36.32675314077283, 127.41074491176089 36.32677671820063, 127.41094641131237 36.32692619475301), (127.41234414883543 36.32830113479169, 127.41259386241884 36.328575454781586))"
3391162,298,"MULTILINESTRING ((127.40822806185739 36.32614639522946, 127.40816807551442 36.32613040308047, 127.4075723557008 36.32588414330498, 127.4072996362498 36.32577192631616), (127.40881226315001 36.32626102261942, 127.40841183601538 36.3261875990421, 127.40836691491644 36.32617752732928), (127.41064090513629 36.32698133365413, 127.41018039818431 36.32664905166057, 127.4100978862302 36.32661002542191, 127.40971543247046 36.32646172612697), (127.41197019261125 36.32819208015314, 127.41178046634 36.327981526229856), (127.41252196323867 36.328806658416646, 127.41242077595152 36.32869297045165, 127.41259386241884 36.328575454781586))"
3391171,250,"MULTILINESTRING ((127.41252196323867 36.328806658416646, 127.41275185954065 36.328748760872664, 127.41274402587302 36.32874041511993, 127.41262444225478 36.32860904790925), (127.41359784856773 36.32994823421066, 127.41376877674196 36.32982240796933, 127.41369951111204 36.32974866565668), (127.41654137695514 36.332409351241644, 127.4175369336123 36.333135796627, 127.41781341790465 36.33333329463529, 127.41785360856886 36.33336200359399, 127.41806180428257 36.33349586722624))"
3391172,522,"MULTILINESTRING ((127.41329468075385 36.32963290546612, 127.4126663202545 36.32896313149998), (127.41355956248492 36.329907784870485, 127.41340028750774 36.32974160120189, 127.41358868495912 36.32963210845847), (127.41463271949954 36.33103674476933, 127.41394585963273 36.330318657006885, 127.41378586069781 36.33014686948633, 127.41359784856773 36.32994823421066), (127.41536306514863 36.33174814197443, 127.41523307686637 36.33162152617174, 127.41539389607901 36.33151425739472), (127.41739769399854 36.333250114039636, 127.41677486216159 36.332778642479624), (127.41766176632929 36.33404596134925, 127.41778936197954 36.33381033477876, 127.41781244307924 36.33372134866272, 127.41778483241086 36.33359777987636, 127.41772950880014 36.333467414343886, 127.41752470970324 36.333333294630584), (127.41806180428257 36.33349586722624, 127.41793076170104 36.33360756949739, 127.41807442447319 36.33370761813161))"
3391411,396,"MULTILINESTRING ((127.42169673204519 36.41883352536692, 127.42166046238823 36.41906010055866, 127.42160533125093 36.41947558104046, 127.4215856513882 36.419982969535546, 127.42159009157882 36.42002676004397), (127.42363316122514 36.41574810797191, 127.42285753998942 36.41666662794855, 127.42266172166542 36.41689852340745, 127.42232844551295 36.41736662412015, 127.42209765535159 36.41777147200292))"
3391412,684,"MULTILINESTRING ((127.42303615531145 36.42494420810921, 127.42198115582026 36.4217072977076, 127.42177563848115 36.421078415395215, 127.4216524444554 36.42055235192099, 127.42161415360192 36.420264067024675, 127.42159009157882 36.42002676004397), (127.42169673204519 36.41883352536692, 127.42177375897637 36.418530189442784, 127.42187067081687 36.41824180294876, 127.42205784581058 36.417841305172146, 127.42209765535159 36.41777147200292))"
3391442,629,"LINESTRING (127.38510875634041 36.35484110806556, 127.38457967917336 36.354847188139715, 127.3780916117499 36.354857812212465)"
