TLINKIDP1,LENGTH,geometry
3440371,108,"MULTILINESTRING ((127.37191377428309 36.34936610847773, 127.37235220285407 36.349109501684666, 127.37248514571158 36.34925244631003), (127.37378723142393 36.34821600145453, 127.37413949031074 36.34799817949452))"
3440372,123,"LINESTRING (127.37357414571048 36.34858241746133, 127.3726133742829 36.34917153425814, 127.37248514571158 36.34925244631003)"
3440661,139,"LINESTRING (127.38094065101608 36.3428882506247, 127.38159824258574 36.3420458590492, 127.381774532696 36.341821247666566)"
3440662,50,"LINESTRING (127.38217144231768 36.341762240838605, 127.38202470703195 36.34193746642989, 127.38185407686639 36.34214122636053)"
3440671,856,"LINESTRING (127.37413949031074 36.34799817949452, 127.37483564606457 36.34765338012872, 127.3749888512066 36.347585254042365, 127.37500003098017 36.34758044849537, 127.37501534345942 36.347573866533914, 127.37545351620797 36.3474055914164, 127.37580940672049 36.34726851970606, 127.37592737099686 36.34721994407933, 127.37746784444926 36.34645245110491, 127.37827138409592 36.34602358084317, 127.37859916296641 36.34582529016175, 127.37871851470834 36.34573785458814, 127.37893963509025 36.34553146580251, 127.3791699375984 36.34527854901095, 127.37948786937658 36.34490485295186, 127.38075772339353 36.34319968645292, 127.38094065101608 36.3428882506247)"
3440672,821,"LINESTRING (127.3811515057502 36.34298275377802, 127.38075217432036 36.343441867173475, 127.37961739980128 36.34496383601448, 127.3792881950672 36.345360468787206, 127.37905078009477 36.34560268975156, 127.37868150414249 36.34592783871562, 127.37837340982955 36.346122695388146, 127.37660404742576 36.347026279478186, 127.37600433442766 36.3473193633239, 127.37584749595372 36.347388668338255, 127.3752846597146 36.34760407834848, 127.37505239340527 36.34769467582061, 127.37501241521191 36.34771300811298, 127.37500003097712 36.347718304229886, 127.37497002760658 36.34773113516856, 127.37476422472568 36.34782985775255, 127.37462033009821 36.34790654893016)"
3441221,663,"LINESTRING (127.38138517802618 36.44130011543686, 127.38099850930699 36.44136710350048, 127.38075749209378 36.44141811901186, 127.3805339658077 36.44147258930149, 127.37989709478157 36.441635380448055, 127.3791119824678 36.44185909458819, 127.37848389284991 36.4420634483156, 127.37781923693369 36.44234093803594, 127.37726858380722 36.44260552075865, 127.3766555522842 36.44293033331648, 127.37604037017792 36.44330031798275, 127.37568545787461 36.44356274847804, 127.37512405148654 36.444015548330114, 127.3750000309655 36.444128450452446)"
3441231,2010,"LINESTRING (127.37281026223725 36.4472520139164, 127.37232779573326 36.44858439994235, 127.37225251352382 36.44888124559593, 127.37218583623783 36.4492791906508, 127.37215357532075 36.44972015654303, 127.37215208371245 36.45018175094456, 127.3721655091033 36.45059818025225, 127.37221535584254 36.45117603977063, 127.37274638868361 36.454533926611084, 127.3728373138033 36.455077186918466, 127.37292551026044 36.45567732995394, 127.37297068423597 36.45600428961799, 127.37305888463587 36.45703249204386, 127.37305028387156 36.45738311360589, 127.37302447575476 36.4578025689423, 127.37293198811628 36.45837690043903, 127.37285025342892 36.4587296734934, 127.37271904655269 36.45916633788173, 127.37254562715407 36.45961548263413, 127.37239640403446 36.45995147388016, 127.37206945777584 36.46054731730992, 127.37180703948576 36.46092805513016, 127.37154677185703 36.46127222504988, 127.37111657664714 36.46175621438557, 127.37074230630402 36.462121895513036, 127.37048540705965 36.462346997183545, 127.37016293136287 36.462611301088955, 127.36956291377722 36.46305124520935, 127.36922371211215 36.46327701968482, 127.36887504216044 36.463471114851366, 127.36864868942043 36.463579384973926, 127.36837469271606 36.463696795031915, 127.36815322550373 36.46378758013252)"
3441241,525,"LINESTRING (127.36815322550373 36.46378758013252, 127.36782066536949 36.46392390507616, 127.36735805831344 36.464089129343115, 127.3666104519762 36.464324574454324, 127.36405926083503 36.4650555180338, 127.36267754810648 36.465460618009566)"
3441261,1280,"LINESTRING (127.33316274230333 36.47183015048433, 127.33197697464497 36.47193400995564, 127.3308163241367 36.47208684677984, 127.32944915254096 36.472305773435565, 127.32872219735752 36.472433824440316, 127.32783828617951 36.47261557336861, 127.32626912968574 36.473027323506315, 127.32340620278107 36.47390958234618, 127.32305158295335 36.474012240417665, 127.3227240099518 36.47409875368915, 127.32241566226888 36.47417285660704, 127.32156471806594 36.47435452884418, 127.32112618728311 36.47443451399746, 127.32093129035474 36.47447405049239, 127.3203719614678 36.47455054526691, 127.3197170206195 36.474619869540696, 127.3193589956795 36.47465271966947)"
3441721,1314,"MULTILINESTRING ((127.3335059435114 36.3672397805392, 127.33352444359609 36.36759354195571, 127.33355149786989 36.3678796724415, 127.3336083793167 36.36827227803328, 127.33376834434243 36.36893433226753, 127.33386911207478 36.369235744203344, 127.33400157987543 36.369590596800364, 127.33405529075694 36.36972309908124, 127.3342248252355 36.37010884261481, 127.33709380857793 36.37663449175831), (127.33728711623385 36.377073462406976, 127.3376704214605 36.3779145493619, 127.33794537216518 36.37847898576415, 127.33807162611069 36.378738603248365, 127.33816887518229 36.37893282468717))"
3441801,1355,"MULTILINESTRING ((127.25215655701855 36.45687027291672, 127.25220782900053 36.45629007967253, 127.25237544039958 36.45461302934033, 127.25245968015373 36.45412899583559, 127.2526294947846 36.453365294089735, 127.25272267089116 36.453032137909815, 127.25296570087704 36.45229249523618, 127.25306693217524 36.452041290557496, 127.25329197914071 36.45152516007324, 127.25353661964657 36.45103078324625, 127.2536611022255 36.450787935677106, 127.25391254417329 36.45036443594701, 127.25427713231618 36.44980497990728, 127.25470061482143 36.44923854850374, 127.25496856528018 36.44890203159523), (127.25513353373648 36.448706277459934, 127.25556794626866 36.44823029381957, 127.25613797279411 36.4476706706899, 127.25653366178936 36.447319642307214, 127.25707830884865 36.44687001940191, 127.25776164962623 36.446340005351864, 127.25832579955159 36.4458991751228))"
3442911,64,"LINESTRING (127.35476487437522 36.286819117293554, 127.35547209828324 36.28671671962923)"
3442912,1288,"MULTILINESTRING ((127.3547985917231 36.28712095378837, 127.35399936049046 36.28723354650635, 127.3525799326272 36.287440409687676, 127.34906795464427 36.287931335351445, 127.3462528052692 36.2883328885562), (127.3611317833751 36.286205155021015, 127.36028029415417 36.286338365541354, 127.35877560936677 36.286556630468745, 127.35840100832789 36.28660838771319, 127.3566729542784 36.286856523136414, 127.3555497638297 36.28701587401141))"
3442931,363,"LINESTRING (127.29414983394082 36.26372285031665, 127.29433432891827 36.26407268403403, 127.29451219323906 36.26442617689815, 127.29481190939917 36.26502510282411, 127.29512765596421 36.26563211570621, 127.29545586052585 36.26630580129742, 127.29562977308981 36.266774200812655)"
3442932,628,"LINESTRING (127.3104081498809 36.2724607854137, 127.31010554267591 36.27236427738977, 127.30927113707826 36.27215809243084, 127.3087128534414 36.27205231601663, 127.30815309350784 36.27197848830078, 127.30766850532385 36.27193150778149, 127.30714912815904 36.271908466610945, 127.3069231661226 36.27190175602929, 127.30645667780412 36.27190837347979, 127.3059004536055 36.27193932188593, 127.3055185438914 36.271975284090914, 127.30527100807419 36.27199865910618, 127.30481194065155 36.2720437248026, 127.30376401217045 36.2721605452934, 127.3035192294216 36.27218201947585)"
3443061,1635,"MULTILINESTRING ((127.48426612585058 36.33824643932361, 127.48430923826983 36.33849510963545, 127.48440074981991 36.3390013121946, 127.48451451161525 36.33965611708445, 127.48457277995773 36.34000294172057, 127.48461301342955 36.340303985567324, 127.48462550160971 36.34060641688184, 127.48459914622256 36.34089358813173, 127.48456513213685 36.34107307720548, 127.4845211849766 36.34122490357822, 127.4844652518078 36.341372734599545, 127.48440732090332 36.341512574785234, 127.48427288967794 36.34176352428078, 127.484135469675 36.34197092143015, 127.48405508107764 36.34206885490102, 127.48391999975239 36.342230237246945, 127.48377305294756 36.34236359858882, 127.48367695295919 36.34245498130906, 127.48355043524626 36.34254987339085, 127.48342558228232 36.342648094982486, 127.48328241732504 36.3427363281251, 127.48313431201807 36.342827566130524, 127.48299603608739 36.34289270873626, 127.48281463376335 36.34298271542488, 127.4826448330981 36.34304764208915, 127.4824800265416 36.343107574443366, 127.48231022569182 36.343152523988174, 127.48212981967389 36.34320014355455, 127.48198227689717 36.3432291049277, 127.48183078776395 36.34325407724237, 127.48164766896791 36.34327738498822, 127.48145955594018 36.34329236896443, 127.48125646038635 36.34330069399134, 127.48109498269741 36.34329903020702, 127.48092684607376 36.34329070742312, 127.48075038578186 36.343274060889705, 127.48055561351197 36.34324909066711, 127.48037249423932 36.34322079085418, 127.48019662040481 36.34319254525547, 127.47999367920211 36.34315995259723, 127.47981800696951 36.34313173937604, 127.47962336998117 36.3431092564627, 127.47940029748501 36.343082621650915, 127.47916057788281 36.34306431073942, 127.4778294771202 36.343024217715346, 127.47714605108266 36.34309975034571, 127.47665743563235 36.34314876928453), (127.49079047850084 36.34315186124433, 127.49012283220856 36.342908320398124, 127.48971242452544 36.342773585645, 127.48916047431761 36.34262744426132, 127.48871691529496 36.342523202872144, 127.48835760245078 36.342452255233006, 127.48762365633016 36.34232993244409, 127.48705022144047 36.342278239361434, 127.48668771616524 36.34224888301861, 127.48605704821445 36.342226295691205, 127.48554590167996 36.34223262197595))"
3443062,230,"MULTILINESTRING ((127.47015510943247 36.345093443939646, 127.47042478643114 36.344895157821824, 127.47118149246621 36.34447331058702, 127.47150982773141 36.34431510604219), (127.47571291819321 36.34312748660432, 127.47661839947425 36.34303086597192))"
3443672,3835,"LINESTRING (127.43045041638494 36.27574264668275, 127.42962210780604 36.27573142482943, 127.42871121959556 36.27568695155547, 127.42807110664536 36.275646537722594, 127.42762334625847 36.27560763906448, 127.42707591004338 36.27554331600168, 127.42656420765319 36.275481577297285, 127.42605721062831 36.27541418334534, 127.42397604095977 36.275135783536804, 127.42288052356133 36.274998222025594, 127.42128878663002 36.27478650806462, 127.41942062643997 36.27454655546699, 127.41784895651959 36.27434069182265, 127.40898186862091 36.27317836288351, 127.40684325655198 36.27290202640295, 127.40618865827554 36.272835187992804, 127.40585143533752 36.27280870596299, 127.4053538902521 36.27278984587491, 127.40499177642378 36.27278342111386, 127.40434031268362 36.2727998920812, 127.40378820593838 36.2728443479641, 127.40324877457331 36.272906824498186, 127.40292163101236 36.2729671749258, 127.40242627804932 36.273062740089685, 127.4019014515928 36.273189199881024, 127.40162629125184 36.27326357837398, 127.40134099823143 36.273352078970284, 127.40085320166573 36.27351959443056, 127.40033609664249 36.27373009789384, 127.39979276623497 36.27398178084985, 127.39948293656214 36.27414385455841, 127.39914036257048 36.2743349806446, 127.39865343431035 36.27463693392334, 127.3981637471482 36.27496322297442, 127.3975925405792 36.27537068784354, 127.39675913587968 36.27596450091977, 127.39590823242676 36.276574667336675, 127.39548732094151 36.27687916939506, 127.39487709115323 36.27731664069388, 127.39449475231864 36.27758756267948, 127.39345996115198 36.27833495621931, 127.39235125441414 36.27912075033038, 127.39198511631918 36.27935897019743, 127.39164946196719 36.27955958370993, 127.39124466549252 36.27977470030775, 127.39096783368781 36.279908781225416)"
3444151,1932,"LINESTRING (127.32860848423847 36.3513516333859, 127.32729802094593 36.34887155574539, 127.32696378791451 36.34823602996153, 127.32665730611582 36.34766413062478, 127.32624671536813 36.34689187589719, 127.3256957152477 36.345844119792176, 127.32555926657584 36.34558150165182, 127.32524051090495 36.34498337274381, 127.3248524707153 36.3442506880857, 127.32442116912627 36.34343352258059, 127.32398698338497 36.34267930179529, 127.32378326262142 36.342331595812624, 127.32318224080107 36.34134809350447, 127.32284055793117 36.340811149169554, 127.32172961769899 36.33905363948399, 127.32061763998418 36.337292615015706, 127.31990883804045 36.336170087393846, 127.31953131030888 36.33556510530488)"
3444161,899,"MULTILINESTRING ((127.31812189657839 36.33333329466577, 127.31808647308398 36.33327868304905, 127.31770145914211 36.3326699792957, 127.31695060316173 36.33148525120973, 127.31669837935456 36.33107774828486, 127.31616746493346 36.330244393822234, 127.3151830503981 36.32868379959526, 127.31404018281886 36.32687417067761), (127.31953131030888 36.33556510530488, 127.31903695729712 36.33478880598686))"
3444162,318,"MULTILINESTRING ((127.31684434291721 36.33103393241649, 127.3171064626757 36.33144166751798), (127.31829772786615 36.33333330984249, 127.31873594333547 36.334028721455596, 127.31916775780135 36.33470934277736, 127.31939346163023 36.335064787054634, 127.31966353650742 36.33549433429081))"
3444201,244,"LINESTRING (127.47938608592347 36.235432107823314, 127.47975638401387 36.2348913460465, 127.48012748170356 36.23437486176378, 127.48037918376971 36.2340128749067, 127.4807039038576 36.23350764322062)"
3444202,1310,"LINESTRING (127.48082827289997 36.23355947654519, 127.47949829882994 36.2354914244065, 127.4792276838389 36.2358999243504, 127.47900659295085 36.23625778267678, 127.47877803415803 36.23663734141018, 127.47851865230375 36.237100543984965, 127.47811369951506 36.237880047558235, 127.47789931320601 36.23834324986428, 127.47762405192465 36.238954676862484, 127.47745571961141 36.2393884987142, 127.47729724028459 36.239791710779954, 127.47721975613986 36.240025059647714, 127.47706969061112 36.24047784293483, 127.47698881866577 36.24074069161911, 127.47688185755804 36.241111196914616, 127.4767664361644 36.24153399455231, 127.4766532017378 36.24201156569824, 127.47656277342337 36.24243947575781, 127.47648350035061 36.24287542946602, 127.47640838516604 36.24333941010247, 127.47635986400454 36.24371658837084, 127.47631078036575 36.244119990588885, 127.47629829442782 36.24428673650997, 127.47627109426848 36.244618299153224)"
